Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,SO2
Russian Federation,Kozlovka,39,Good,1,Good,33,Good,1,Good,39,Good,55.85,48.25,0
China,Laohekou,162,Unhealthy,7,Good,31,Good,22,Good,162,Unhealthy,32.3849,111.6695,3
United States of America,Lewiston,38,Good,1,Good,24,Good,2,Good,38,Good,44.0915,-70.1681,1
United States of America,Lewiston,38,Good,1,Good,24,Good,2,Good,38,Good,46.3934,-116.9933,0
United States of America,Lewiston,38,Good,1,Good,24,Good,2,Good,38,Good,43.1793,-78.971,1
France,Lomme,44,Good,1,Good,38,Good,1,Good,44,Good,50.6455,2.9876,2
Egypt,Luxor,75,Moderate,1,Good,75,Moderate,0,Good,75,Moderate,25.6833,32.65,1
Nigeria,Abakaliki,72,Moderate,2,Good,38,Good,0,Good,72,Moderate,6.3249,8.1137,0
Australia,Albury,24,Good,0,Good,11,Good,3,Good,24,Good,-36.0806,146.9158,0
Russian Federation,Alekseyevka,42,Good,1,Good,42,Good,0,Good,29,Good,50.6333,38.7,0
Germany,Altdorf,69,Moderate,1,Good,67,Moderate,0,Good,69,Moderate,46.8667,8.6333,0
Germany,Altdorf,69,Moderate,1,Good,67,Moderate,0,Good,69,Moderate,48.5667,12.1167,1
Belgium,Arlon,61,Moderate,1,Good,49,Good,0,Good,61,Moderate,49.6833,5.8167,1
China,Dezhou,157,Unhealthy,5,Good,100,Unhealthy for Sensitive Groups,15,Good,157,Unhealthy,37.4513,116.3105,7
United States of America,Flower Mound,68,Moderate,2,Good,32,Good,5,Good,68,Moderate,33.0343,-97.1146,1
United States of America,Fort Madison,60,Moderate,1,Good,45,Good,1,Good,60,Moderate,40.6207,-91.3509,1
Argentina,General Roca,12,Good,0,Good,12,Good,1,Good,5,Good,-39.0333,-67.5833,0
France,Cluses,62,Moderate,1,Good,40,Good,0,Good,62,Moderate,46.0603,6.5786,1
United States of America,Collierville,73,Moderate,1,Good,44,Good,2,Good,73,Moderate,35.047,-89.6987,1
France,Colomiers,41,Good,1,Good,39,Good,1,Good,41,Good,43.6139,1.3367,1
Brazil,Cravinhos,50,Good,1,Good,25,Good,0,Good,50,Good,-21.3403,-47.7294,1
United States of America,Culpeper,49,Good,1,Good,49,Good,0,Good,33,Good,38.4704,-78.0001,9
United States of America,Hagerstown,43,Good,1,Good,43,Good,4,Good,43,Good,39.6401,-77.7217,8
China,Handan,200,Unhealthy,5,Good,200,Unhealthy,7,Good,163,Unhealthy,36.6116,114.4894,7
Australia,Hervey Bay,36,Good,0,Good,36,Good,0,Good,17,Good,-25.29,152.84,1
India,Kalyani,171,Unhealthy,5,Good,119,Unhealthy for Sensitive Groups,5,Good,171,Unhealthy,22.975,88.4344,5
Slovenia,Kamnik,78,Moderate,2,Good,27,Good,3,Good,78,Moderate,46.2257,14.612,2
United States of America,Hillcrest Heights,54,Moderate,1,Good,44,Good,5,Good,54,Moderate,38.8373,-76.9641,0
Finland,Hollola,46,Good,1,Good,46,Good,2,Good,38,Good,60.9886,25.5128,1
Democratic Republic of the Congo,Ilebo,95,Moderate,6,Good,28,Good,0,Good,95,Moderate,-4.3167,20.6,0
Germany,Schleiden,58,Moderate,1,Good,37,Good,2,Good,58,Moderate,50.5331,6.4667,2
Switzerland,Schwyz,37,Good,1,Good,25,Good,2,Good,37,Good,47.0167,8.65,1
Germany,Sendenhorst,35,Good,1,Good,33,Good,2,Good,35,Good,51.8439,7.8278,2
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,14.8183,120.9563,0
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,-29.6833,-53.8,0
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,34.9333,-120.4431,0
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,6.55,125.4667,1
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,14.475,121.425,0
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,15.9808,120.7003,2
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,17.3719,120.4814,2
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,17.4667,121.75,0
Brazil,Santa Maria,24,Good,1,Good,13,Good,0,Good,24,Good,-24.9389,-51.8628,0
France,Stains,69,Moderate,1,Good,21,Good,6,Good,69,Moderate,48.95,2.3833,1
United States of America,Sturgis,41,Good,1,Good,41,Good,2,Good,34,Good,41.7991,-85.4184,2
Uganda,Kiboga,72,Moderate,2,Good,21,Good,0,Good,72,Moderate,0.92,31.76,0
Russian Federation,Koryazhma,37,Good,1,Good,37,Good,0,Good,21,Good,61.3167,47.1333,0
Turkey,Kozan,53,Moderate,1,Good,40,Good,0,Good,53,Moderate,37.45,35.8,3
Netherlands,Langedijk,34,Good,0,Good,34,Good,1,Good,13,Good,52.6936,4.7944,2
United States of America,Lathrop,34,Good,1,Good,30,Good,7,Good,34,Good,37.809,-121.3131,3
Germany,Aalen,61,Moderate,1,Good,36,Good,3,Good,61,Moderate,48.8333,10.1,1
Yemen,Aden,81,Moderate,1,Good,41,Good,0,Good,81,Moderate,12.8,45.0333,5
United States of America,Amherst,86,Moderate,2,Good,15,Good,19,Good,86,Moderate,43.0117,-78.757,3
United States of America,Amherst,86,Moderate,2,Good,15,Good,19,Good,86,Moderate,41.4022,-82.2303,2
United States of America,Amherst,86,Moderate,2,Good,15,Good,19,Good,86,Moderate,42.8706,-71.6068,3
United States of America,Amherst,86,Moderate,2,Good,15,Good,19,Good,86,Moderate,45.8167,-64.2167,3
Netherlands,Apeldoorn,39,Good,1,Good,23,Good,6,Good,39,Good,52.2167,5.9667,1
Russian Federation,Davlekanovo,40,Good,1,Good,40,Good,0,Good,30,Good,54.2167,55.0333,1
United States of America,Dearborn,94,Moderate,2,Good,22,Good,18,Good,94,Moderate,42.3127,-83.213,2
Netherlands,Epe,37,Good,1,Good,23,Good,6,Good,37,Good,6.5573,3.9912,0
Netherlands,Epe,37,Good,1,Good,23,Good,6,Good,37,Good,52.35,5.9833,1
United States of America,Federal Way,55,Moderate,1,Good,28,Good,9,Good,55,Moderate,47.3091,-122.3358,3
Democratic Republic of the Congo,Kikwit,267,Unhealthy,16,Good,106,Unhealthy for Sensitive Groups,10,Good,267,Very Unhealthy,-5.0386,18.8181,96
France,Les Lilas,83,Moderate,2,Good,17,Good,9,Good,83,Moderate,48.88,2.42,1
Chile,Loncoche,34,Good,0,Good,25,Good,1,Good,34,Good,-39.3667,-72.6333,1
Chile,La Ligua,106,Unhealthy,6,Good,1,Good,15,Good,106,Unhealthy for Sensitive Groups,-32.45,-71.2167,6
United States of America,New Bedford,32,Good,1,Good,32,Good,7,Good,27,Good,41.6697,-70.9428,1
United States of America,New Britain,60,Moderate,2,Good,19,Good,15,Good,60,Moderate,41.6759,-72.7862,2
United States of America,New Britain,60,Moderate,2,Good,19,Good,15,Good,60,Moderate,40.3084,-75.207,2
United States of America,New Castle,65,Moderate,2,Good,25,Good,11,Good,65,Moderate,40.9956,-80.3458,1
United States of America,New Castle,65,Moderate,2,Good,25,Good,11,Good,65,Moderate,41.1841,-73.7721,2
United States of America,New Castle,65,Moderate,2,Good,25,Good,11,Good,65,Moderate,39.9191,-85.3697,1
United States of America,North Merrick,71,Moderate,2,Good,16,Good,22,Good,71,Moderate,40.6871,-73.5615,1
Italy,Novellara,57,Moderate,1,Good,44,Good,2,Good,57,Moderate,44.85,10.7333,1
Brazil,Goiana,25,Good,0,Good,25,Good,0,Good,22,Good,-7.5608,-35.0028,4
Brazil,Guapimirim,56,Moderate,1,Good,26,Good,1,Good,56,Moderate,-22.5369,-42.9819,0
Italy,Guspini,62,Moderate,1,Good,62,Moderate,0,Good,22,Good,39.5333,8.6333,0
China,Hefei,172,Unhealthy,8,Good,16,Good,33,Good,172,Unhealthy,31.8639,117.2808,3
Brazil,Ibatiba,23,Good,0,Good,21,Good,0,Good,23,Good,-20.2364,-41.5092,4
Indonesia,Indramayu,98,Moderate,2,Good,29,Good,2,Good,98,Moderate,-6.3528,108.3242,2
Germany,Itzehoe,44,Good,1,Good,44,Good,0,Good,22,Good,53.925,9.5164,1
China,Jingdezhen,151,Unhealthy,5,Good,7,Good,17,Good,151,Unhealthy,29.2942,117.2036,7
Pakistan,Karak,77,Moderate,0,Good,34,Good,0,Good,77,Moderate,33.1167,71.0833,0
Russian Federation,Marks,41,Good,1,Good,41,Good,0,Good,26,Good,51.7167,46.75,1
United States of America,Morgantown,38,Good,1,Good,35,Good,4,Good,38,Good,39.6383,-79.9464,3
United States of America,North Miami,35,Good,1,Good,31,Good,3,Good,35,Good,25.9008,-80.1686,1
United States of America,North New Hyde Park,58,Moderate,1,Good,46,Good,5,Good,58,Moderate,40.746,-73.6876,3
United States of America,Northview,46,Good,1,Good,31,Good,0,Good,46,Good,43.0427,-85.6016,4
Pakistan,Okara,171,Unhealthy,4,Good,89,Moderate,6,Good,171,Unhealthy,30.8092,73.4536,5
United States of America,Prior Lake,54,Moderate,1,Good,33,Good,2,Good,54,Moderate,44.7246,-93.4419,3
India,Rambha,97,Moderate,2,Good,48,Good,1,Good,97,Moderate,19.4433,84.9881,7
Russian Federation,Yemanzhelinsk,35,Good,1,Good,35,Good,2,Good,13,Good,54.7667,61.3333,1
United Kingdom of Great Britain and Northern Ireland,Farnborough,27,Good,1,Good,25,Good,5,Good,27,Good,51.29,-0.75,1
United Kingdom of Great Britain and Northern Ireland,Farnborough,27,Good,1,Good,25,Good,5,Good,27,Good,51.3591,0.0741,1
United States of America,Fayetteville,55,Moderate,2,Good,34,Good,5,Good,55,Moderate,36.0714,-94.1661,1
United States of America,Fayetteville,55,Moderate,2,Good,34,Good,5,Good,55,Moderate,35.085,-78.9772,1
United States of America,Fayetteville,55,Moderate,2,Good,34,Good,5,Good,55,Moderate,33.4501,-84.471,1
South Africa,Colesberg,26,Good,1,Good,17,Good,1,Good,26,Good,-30.7167,25.1,2
United States of America,Marinette,57,Moderate,1,Good,20,Good,3,Good,57,Moderate,45.0871,-87.6336,1
Germany,Mayen,59,Moderate,1,Good,37,Good,3,Good,59,Moderate,50.3333,7.2167,2
United States of America,Metuchen,58,Moderate,2,Good,26,Good,12,Good,58,Moderate,40.5424,-74.3628,4
United States of America,Mountain Home,41,Good,1,Good,41,Good,2,Good,38,Good,43.1324,-115.697,0
United States of America,Mountain Home,41,Good,1,Good,41,Good,2,Good,38,Good,36.3351,-92.384,5
Thailand,Nakhon Ratchasima,36,Good,0,Good,25,Good,0,Good,36,Good,14.975,102.1,1
China,Nanchang,120,Unhealthy,4,Good,24,Good,11,Good,120,Unhealthy for Sensitive Groups,28.6842,115.8872,8
Italy,Monopoli,48,Good,1,Good,48,Good,1,Good,25,Good,40.95,17.3,1
Italy,Montignoso,55,Moderate,1,Good,42,Good,2,Good,55,Moderate,44.0167,10.1667,1
Japan,Aioi,45,Good,1,Good,45,Good,1,Good,30,Good,34.8,134.4667,4
Brazil,Alagoinhas,48,Good,1,Good,10,Good,4,Good,48,Good,-12.1358,-38.4189,1
Brazil,Altos,50,Good,1,Good,7,Good,2,Good,50,Good,-5.0389,-42.4608,0
Brazil,Altos,50,Good,1,Good,7,Good,2,Good,50,Good,-25.2333,-57.25,1
Romania,Arad,73,Moderate,1,Good,37,Good,1,Good,73,Moderate,46.175,21.3125,1
Romania,Arad,73,Moderate,1,Good,37,Good,1,Good,73,Moderate,31.25,35.2167,1
Brazil,Assis,27,Good,1,Good,12,Good,0,Good,27,Good,-22.6619,-50.4119,0
France,Auchel,31,Good,0,Good,29,Good,1,Good,31,Good,50.5083,2.4736,2
Italy,Avezzano,43,Good,1,Good,43,Good,0,Good,24,Good,42.0411,13.4397,1
Italy,Azzano Decimo,47,Good,1,Good,47,Good,1,Good,37,Good,45.8833,12.7167,1
China,Bamiantong,50,Good,1,Good,38,Good,0,Good,50,Good,44.9164,130.5212,2
Brazil,Barbalha,32,Good,0,Good,12,Good,2,Good,32,Good,-7.305,-39.3019,1
Philippines,Bantay,34,Good,0,Good,26,Good,0,Good,34,Good,17.5839,120.3908,1
Brazil,Barrinha,57,Moderate,1,Good,8,Good,3,Good,57,Moderate,-21.1936,-48.1639,1
Benin,Bassila,50,Good,2,Good,14,Good,0,Good,50,Good,9.0167,1.6667,0
Libya,Benghazi,49,Good,1,Good,49,Good,1,Good,24,Good,32.1167,20.0667,4
Germany,Bergheim,45,Good,1,Good,24,Good,4,Good,45,Good,50.9667,6.65,2
India,Bobbili,130,Unhealthy,2,Good,24,Good,3,Good,130,Unhealthy for Sensitive Groups,18.5667,83.3667,1
Brazil,Brumado,16,Good,0,Good,10,Good,1,Good,16,Good,-14.2039,-41.665,0
Germany,Buchloe,69,Moderate,1,Good,35,Good,2,Good,69,Moderate,48.0375,10.725,1
Italy,Cornaredo,66,Moderate,1,Good,38,Good,4,Good,66,Moderate,45.5,9.0333,2
United States of America,Camden,57,Moderate,1,Good,22,Good,3,Good,57,Moderate,39.9361,-75.1073,0
United States of America,Camden,57,Moderate,1,Good,22,Good,3,Good,57,Moderate,33.5672,-92.8467,1
United States of America,Castro Valley,71,Moderate,2,Good,17,Good,22,Good,71,Moderate,37.7088,-122.0626,1
United States of America,Cayey,79,Moderate,0,Good,22,Good,0,Good,79,Moderate,18.115,-66.163,0
Germany,Birsfelden,44,Good,1,Good,24,Good,2,Good,44,Good,47.5533,7.6233,1
Belgium,Diepenbeek,40,Good,1,Good,21,Good,5,Good,40,Good,50.9072,5.4175,2
United States of America,Overland Park,96,Moderate,1,Good,24,Good,9,Good,96,Moderate,38.887,-94.687,1
Brazil,Pastos Bons,54,Moderate,1,Good,13,Good,0,Good,54,Moderate,-6.6019,-44.0769,0
Brazil,Piracuruca,39,Good,1,Good,5,Good,2,Good,39,Good,-3.9278,-41.7089,0
Australia,Port Pirie,20,Good,0,Good,20,Good,0,Good,19,Good,-33.1858,138.0169,1
United States of America,Roanoke,58,Moderate,2,Good,15,Good,7,Good,58,Moderate,37.2785,-79.9581,6
United States of America,Roanoke,58,Moderate,2,Good,15,Good,7,Good,58,Moderate,33.0144,-97.2276,1
United States of America,Rosemount,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,44.7466,-93.0661,1
Germany,Sandhausen,29,Good,0,Good,29,Good,2,Good,24,Good,49.3439,8.6581,2
Brazil,Auriflama,55,Moderate,1,Good,12,Good,1,Good,55,Moderate,-20.6858,-50.555,1
Russian Federation,Belaya Kalitva,37,Good,1,Good,37,Good,0,Good,17,Good,48.1833,40.7667,1
United States of America,Bessemer,46,Good,1,Good,28,Good,7,Good,46,Good,33.3712,-86.9728,2
Spain,Almendralejo,37,Good,1,Good,27,Good,3,Good,37,Good,38.6833,-6.4167,2
Italy,Alpignano,40,Good,1,Good,23,Good,3,Good,40,Good,45.1,7.5167,1
Japan,Shiroishi,45,Good,1,Good,45,Good,0,Good,18,Good,38.0025,140.6197,3
Japan,Shiroishi,45,Good,1,Good,45,Good,0,Good,18,Good,33.1811,130.1434,8
Germany,Sinsheim,29,Good,0,Good,29,Good,2,Good,25,Good,49.25,8.8833,2
United States of America,Phillipsburg,54,Moderate,1,Good,28,Good,8,Good,54,Moderate,40.6894,-75.1821,3
United States of America,Pomona,87,Moderate,2,Good,26,Good,22,Good,87,Moderate,34.0585,-117.7626,2
United States of America,Sulphur Springs,54,Moderate,1,Good,27,Good,2,Good,54,Moderate,33.1421,-95.6122,0
Nigeria,Port Harcourt,179,Unhealthy,9,Good,24,Good,8,Good,179,Unhealthy,4.8242,7.0336,1
Serbia,Prijepolje,61,Moderate,1,Good,23,Good,0,Good,61,Moderate,43.5439,19.6514,0
United Republic of Tanzania,Sikonge,18,Good,0,Good,18,Good,0,Good,17,Good,-5.6333,32.7667,0
Denmark,Slagelse,44,Good,1,Good,44,Good,0,Good,15,Good,55.4049,11.3531,1
Philippines,Solano,56,Moderate,1,Good,13,Good,4,Good,56,Moderate,16.5183,121.1811,0
Philippines,Solano,56,Moderate,1,Good,13,Good,4,Good,56,Moderate,0.6983,-75.2539,1
Italy,Scafati,71,Moderate,1,Good,71,Moderate,0,Good,56,Moderate,40.7536,14.5253,3
Germany,Salzkotten,40,Good,1,Good,36,Good,1,Good,40,Good,51.6708,8.6047,2
United States of America,Red Bluff,26,Good,1,Good,26,Good,4,Good,26,Good,40.1735,-122.2413,3
United States of America,Rockwall,133,Unhealthy,1,Good,20,Good,3,Good,133,Unhealthy for Sensitive Groups,32.9169,-96.4374,1
Italy,Orbassano,151,Unhealthy,4,Good,17,Good,6,Good,151,Unhealthy,45.0073,7.5369,1
Czechia,Pardubice,82,Moderate,1,Good,43,Good,1,Good,82,Moderate,50.0386,15.7792,2
United States of America,Kannapolis,61,Moderate,2,Good,44,Good,8,Good,61,Moderate,35.4764,-80.6408,0
China,Yatou,47,Good,2,Good,47,Good,2,Good,44,Good,37.1653,122.4867,1
Uzbekistan,Yaypan,142,Unhealthy,1,Good,44,Good,3,Good,142,Unhealthy for Sensitive Groups,40.3758,70.8156,1
Peru,Barranca,40,Good,1,Good,22,Good,0,Good,40,Good,-10.7541,-77.761,1
Kuwait,Bayan,161,Unhealthy,3,Good,124,Unhealthy for Sensitive Groups,18,Good,161,Unhealthy,36.1148,102.2476,2
Uzbekistan,Bekobod,128,Unhealthy,1,Good,38,Good,2,Good,128,Unhealthy for Sensitive Groups,40.2167,69.2167,1
Spain,Berja,38,Good,1,Good,38,Good,0,Good,32,Good,36.8453,-2.9469,1
Republic of Moldova,Briceni,54,Moderate,1,Good,48,Good,0,Good,54,Moderate,48.3611,27.0839,1
Spain,Camargo,42,Good,1,Good,42,Good,0,Good,15,Good,27.667,-105.167,1
Spain,Camargo,42,Good,1,Good,42,Good,0,Good,15,Good,-20.6403,-65.2103,0
Brazil,Campanha,45,Good,1,Good,21,Good,1,Good,45,Good,-21.8389,-45.3997,1
Italy,Casatenovo,96,Moderate,1,Good,56,Moderate,0,Good,96,Moderate,45.6983,9.3117,1
United States of America,Chambersburg,46,Good,1,Good,46,Good,1,Good,42,Good,39.9315,-77.6556,2
Chile,Chiguayante,155,Unhealthy,3,Good,12,Good,7,Good,155,Unhealthy,-36.9167,-73.0167,2
France,Clichy,71,Moderate,2,Good,28,Good,6,Good,71,Moderate,48.9044,2.3064,1
United States of America,Cortland,72,Moderate,3,Good,5,Good,10,Good,72,Moderate,42.6004,-76.1784,0
Canada,Cranbrook,44,Good,1,Good,30,Good,1,Good,44,Good,49.5097,-115.7667,1
Colombia,Dabeiba,18,Good,1,Good,10,Good,0,Good,18,Good,7,-76.25,1
Australia,Busselton,32,Good,0,Good,32,Good,0,Good,8,Good,-33.6478,115.3458,5
United States of America,East Greenwich,33,Good,1,Good,25,Good,7,Good,33,Good,41.6362,-71.5058,3
United States of America,East Greenwich,33,Good,1,Good,25,Good,7,Good,33,Good,39.7903,-75.2396,2
Mexico,El Arenal,73,Moderate,2,Good,1,Good,8,Good,73,Moderate,20.7754,-103.6935,4
Mexico,El Arenal,73,Moderate,2,Good,1,Good,8,Good,73,Moderate,20.2167,-98.9167,3
Germany,Esslingen,64,Moderate,1,Good,27,Good,3,Good,64,Moderate,48.7333,9.3167,1
Brazil,Faxinal,40,Good,1,Good,13,Good,1,Good,40,Good,-24.0008,-51.32,1
Belgium,Merchtem,43,Good,1,Good,28,Good,4,Good,43,Good,50.9667,4.2333,2
Gabon,Mouila,84,Moderate,2,Good,13,Good,0,Good,84,Moderate,-1.8639,11.0575,0
Germany,Munster,53,Moderate,1,Good,29,Good,3,Good,53,Moderate,41.5468,-87.504,1
United States of America,West Plains,81,Moderate,2,Good,9,Good,6,Good,81,Moderate,36.7377,-91.868,9
Australia,Whyalla,31,Good,0,Good,25,Good,0,Good,31,Good,-33.0333,137.5667,1
China,Wuhu,155,Unhealthy,4,Good,155,Unhealthy,5,Good,100,Unhealthy for Sensitive Groups,31.334,118.3622,6
China,Yinchuan,137,Unhealthy,1,Good,47,Good,0,Good,137,Unhealthy for Sensitive Groups,38.4795,106.2254,7
Japan,Yomitan,99,Moderate,2,Good,99,Moderate,0,Good,41,Good,26.3961,127.7444,0
Brazil,Toritama,36,Good,0,Good,17,Good,1,Good,36,Good,-8.0067,-36.0567,1
Russian Federation,Troitsk,44,Good,1,Good,31,Good,7,Good,44,Good,54.0833,61.5667,2
Philippines,Tuguegarao,39,Good,1,Good,31,Good,0,Good,39,Good,17.6133,121.7303,12
United States of America,Vandalia,76,Moderate,1,Good,40,Good,5,Good,76,Moderate,39.8791,-84.193,1
United States of America,Warrenville,81,Moderate,2,Good,12,Good,18,Good,81,Moderate,41.8209,-88.1857,2
France,Wattignies,32,Good,0,Good,29,Good,2,Good,32,Good,50.585,3.0431,1
Rwanda,Gitarama,79,Moderate,6,Good,23,Good,2,Good,79,Moderate,-2.0696,29.76,0
United States of America,Goose Creek,72,Moderate,1,Good,30,Good,5,Good,72,Moderate,32.9927,-80.0055,1
United States of America,Gorham,39,Good,1,Good,39,Good,2,Good,39,Good,43.7034,-70.4581,1
Peru,Ilo,18,Good,0,Good,18,Good,3,Good,16,Good,-17.6459,-71.3453,1
United States of America,Hopkinton,50,Good,1,Good,46,Good,3,Good,50,Good,42.2255,-71.5378,2
India,Hosur,59,Moderate,0,Good,27,Good,0,Good,59,Moderate,15.8201,74.9301,1
United States of America,Idaho Falls,50,Good,1,Good,13,Good,5,Good,50,Good,43.4871,-112.0362,0
Japan,Fussa,45,Good,1,Good,34,Good,4,Good,45,Good,35.7333,139.3333,8
Germany,Havixbeck,34,Good,1,Good,34,Good,2,Good,25,Good,51.9778,7.4167,2
日本,Otaru,33,Good,1,Good,33,Good,0,Good,17,Good,43.1907,140.9944,0
Malaysia,Tawau,26,Good,1,Good,9,Good,1,Good,26,Good,4.2448,117.8911,1
United States of America,Taylorsville,45,Good,1,Good,42,Good,2,Good,45,Good,40.6569,-111.9493,2
Italy,Tempio Pausania,46,Good,1,Good,46,Good,0,Good,29,Good,40.9015,9.1044,2
South Africa,Thohoyandou,31,Good,1,Good,29,Good,0,Good,31,Good,-22.95,30.4833,1
Madagascar,Tsaratanana,41,Good,1,Good,19,Good,0,Good,41,Good,-16.7972,47.6528,0
Madagascar,Tsaratanana,41,Good,1,Good,19,Good,0,Good,41,Good,-21.1833,47.6333,0
Madagascar,Tsaratanana,41,Good,1,Good,19,Good,0,Good,41,Good,-15.65,47.85,0
Japan,Tsuyama,53,Moderate,1,Good,40,Good,5,Good,53,Moderate,35.0692,134.0044,4
Bangladesh,Tungi,152,Unhealthy,4,Good,18,Good,12,Good,152,Unhealthy,23.9,90.41,10
Italy,Vedelago,85,Moderate,1,Good,58,Moderate,0,Good,85,Moderate,45.6833,12.0167,1
Brazil,Santos,66,Moderate,1,Good,29,Good,3,Good,66,Moderate,-23.9369,-46.325,0
Colombia,Malambo,87,Moderate,1,Good,28,Good,1,Good,87,Moderate,10.85,-74.75,1
Russian Federation,Maloyaroslavets,39,Good,1,Good,39,Good,0,Good,19,Good,55.0167,36.4667,1
United States of America,Westbury,59,Moderate,2,Good,38,Good,8,Good,59,Moderate,51.26,-2.191,1
United States of America,Westbury,59,Moderate,2,Good,38,Good,8,Good,59,Moderate,40.7599,-73.5891,2
United States of America,Whittier,154,Unhealthy,4,Good,12,Good,26,Good,154,Unhealthy,33.9678,-118.0188,4
Netherlands,Wierden,36,Good,1,Good,36,Good,0,Good,29,Good,52.35,6.6,3
United Kingdom of Great Britain and Northern Ireland,Wilmslow,40,Good,1,Good,35,Good,1,Good,40,Good,53.325,-2.239,1
Germany,Wilnsdorf,54,Moderate,1,Good,47,Good,0,Good,54,Moderate,50.8167,8.1,2
China,Xiangxiang,185,Unhealthy,13,Good,5,Good,35,Good,185,Unhealthy,27.7389,112.5223,6
Japan,Yachimata,56,Moderate,1,Good,31,Good,8,Good,56,Moderate,35.6667,140.3167,3
Colombia,Saravena,28,Good,1,Good,8,Good,1,Good,28,Good,6.9556,-71.8722,0
United States of America,Sauk Rapids,45,Good,1,Good,29,Good,5,Good,45,Good,45.5981,-94.1538,1
United States of America,Seagoville,57,Moderate,1,Good,28,Good,5,Good,57,Moderate,32.653,-96.5456,1
United Kingdom of Great Britain and Northern Ireland,Airdrie,34,Good,1,Good,21,Good,5,Good,34,Good,55.86,-3.98,1
United Kingdom of Great Britain and Northern Ireland,Airdrie,34,Good,1,Good,21,Good,5,Good,34,Good,51.2917,-114.0144,0
Costa Rica,Alajuelita,58,Moderate,2,Good,3,Good,12,Good,58,Moderate,9.9035,-84.0996,6
China,Changping,161,Unhealthy,5,Good,156,Unhealthy,9,Good,161,Unhealthy,40.2248,116.1944,8
Cuba,Cifuentes,52,Moderate,0,Good,20,Good,2,Good,52,Moderate,22.6208,-80.0661,1
China,Yuli,46,Good,1,Good,21,Good,4,Good,46,Good,41.3351,86.2614,1
China,Yuli,46,Good,1,Good,21,Good,4,Good,46,Good,23.3875,121.3764,1
India,Zaidpur,163,Unhealthy,4,Good,48,Good,8,Good,163,Unhealthy,26.83,81.33,13
Germany,Zeven,41,Good,0,Good,41,Good,0,Good,26,Good,53.3,9.2833,1
Germany,Zwiesel,69,Moderate,1,Good,49,Good,0,Good,69,Moderate,49.0167,13.2333,1
Italy,Castelfiorentino,42,Good,1,Good,42,Good,3,Good,40,Good,43.6,10.9667,1
United States of America,Brownsville,151,Unhealthy,2,Good,18,Good,5,Good,151,Unhealthy,25.9975,-97.458,2
United States of America,Brownsville,151,Unhealthy,2,Good,18,Good,5,Good,151,Unhealthy,25.8216,-80.2417,5
United States of America,Brownsville,151,Unhealthy,2,Good,18,Good,5,Good,151,Unhealthy,35.589,-89.2578,2
Russian Federation,Bryansk,34,Good,1,Good,34,Good,3,Good,34,Good,53.25,34.3667,0
Spain,Olot,46,Good,1,Good,46,Good,0,Good,30,Good,42.1822,2.489,1
Japan,Oyabe,97,Moderate,3,Good,25,Good,16,Good,97,Moderate,36.6755,136.8687,7
Brazil,Pompeu,35,Good,1,Good,24,Good,0,Good,35,Good,-19.2239,-44.935,4
Finland,Raahe,32,Good,1,Good,32,Good,0,Good,4,Good,64.6833,24.4667,0
Malaysia,Pasir Gudang,141,Unhealthy,2,Good,4,Good,21,Good,141,Unhealthy for Sensitive Groups,1.5028,103.9356,3
Myanmar,Pathein,30,Good,1,Good,26,Good,0,Good,30,Good,16.7778,94.7369,0
Italy,Pescantina,83,Moderate,1,Good,49,Good,0,Good,83,Moderate,45.4833,10.8667,1
United States of America,Romulus,59,Moderate,1,Good,35,Good,1,Good,59,Moderate,42.2237,-83.366,2
Germany,Steinheim,50,Good,1,Good,43,Good,0,Good,50,Good,51.8658,9.0944,1
Zambia,Kaoma,31,Good,1,Good,23,Good,0,Good,31,Good,-14.8,24.8,0
Spain,Tarragona,48,Good,1,Good,42,Good,0,Good,48,Good,41.1187,1.2453,2
Spain,Tarragona,48,Good,1,Good,42,Good,0,Good,48,Good,7.0491,126.4471,0
United Kingdom of Great Britain and Northern Ireland,Walsall,34,Good,1,Good,31,Good,1,Good,34,Good,52.58,-1.98,1
Australia,Dubbo,15,Good,0,Good,15,Good,0,Good,13,Good,-32.2569,148.6011,1
United States of America,Elk Plain,59,Moderate,1,Good,25,Good,11,Good,59,Moderate,47.0425,-122.3663,3
Turkmenistan,Farap,150,Unhealthy,1,Good,47,Good,0,Good,150,Unhealthy,39.1667,63.6,0
Senegal,Bignona,122,Unhealthy,1,Good,22,Good,1,Good,122,Unhealthy for Sensitive Groups,12.8167,-16.2333,0
Israel,Ashdod,97,Moderate,2,Good,42,Good,7,Good,97,Moderate,31.8,34.65,2
